"SESSO","PAR","ANASCI","STACIV","IREG","ANNO","ID","STUDIO","NASCREG"
1,1,22,1,2,2016,"56624_1",4,2
1,1,36,2,2,2016,"56658_1",3,2
2,4,9,4,2,2016,"56658_3",2,2
2,1,3,1,2,2016,"56677_1",3,3
1,2,8,1,2,2016,"56677_2",4,2
2,1,31,1,2,2016,"56721_4",3,2
1,2,27,1,2,2016,"56721_7",3,2
2,1,42,1,2,2016,"56761_5",5,2
1,2,41,1,2,2016,"56761_7",3,2
1,3,74,2,2,2016,"56761_6",2,2
1,3,75,2,2,2016,"56761_8",2,2
1,4,13,1,2,2016,"56761_3",3,2
2,4,19,1,2,2016,"56761_4",2,2
1,1,15,1,2,2016,"56762_1",2,2
2,2,27,1,2,2016,"56762_2",3,2
1,1,36,1,11,2016,"57027_1",3,11
2,2,36,1,11,2016,"57027_2",4,11
2,3,63,2,11,2016,"57027_5",4,11
2,3,66,2,11,2016,"57027_4",4,11
1,1,18,1,11,2016,"57042_1",2,11
2,2,22,1,11,2016,"57042_2",2,11
2,1,22,4,11,2016,"57138_2",5,11
1,1,33,1,3,2016,"57546_1",4,3
2,2,35,1,3,2016,"57546_2",4,3
1,1,20,1,3,2016,"57547_1",2,3
2,2,28,1,3,2016,"57547_2",3,3
1,3,50,2,3,2016,"57547_3",3,3
2,1,31,1,2,2016,"57621_2",4,2
1,2,22,1,2,2016,"57621_1",4,2
2,1,25,3,11,2016,"57670_1",4,11
2,1,26,1,11,2016,"57779_2",2,11
1,2,22,1,11,2016,"57779_1",3,11
1,1,28,1,19,2016,"57962_1",4,19
2,2,31,1,19,2016,"57962_2",5,19
2,1,16,4,20,2016,"58366_1",4,20
1,1,29,1,7,2016,"60078_1",3,7
2,2,36,1,7,2016,"60078_2",3,7
1,3,72,2,7,2016,"60078_5",3,7
1,1,24,3,3,2016,"91067_1",3,3
2,3,57,2,3,2016,"91067_4",4,3
1,4,79,2,3,2016,"91067_5",1,3
2,1,42,1,14,2016,"91071_2",4,14
1,2,41,1,14,2016,"91071_1",3,1
1,3,70,2,14,2016,"91071_3",3,14
1,3,73,2,14,2016,"91071_4",3,14
2,1,44,3,19,2016,"91074_2",4,19
1,3,67,2,19,2016,"91074_3",4,19
2,3,74,2,19,2016,"91074_4",3,19
2,1,35,1,2,2016,"91079_2",4,4
1,2,36,1,2,2016,"91079_1",4,2
1,3,69,2,2,2016,"91079_3",3,2
1,1,37,1,3,2016,"91081_1",3,3
2,2,41,1,3,2016,"91081_2",5,3
1,1,32,1,20,2016,"91095_1",4,20
2,2,35,1,20,2016,"91095_4",4,4
2,1,13,1,13,2016,"111052_2",2,13
1,2,7,1,13,2016,"111052_1",2,13
1,1,15,4,19,2016,"138399_1",3,19
1,1,26,1,13,2016,"145007_1",5,13
2,2,28,1,13,2016,"145007_2",5,13
1,3,60,2,13,2016,"145007_5",5,13
1,3,62,2,13,2016,"145007_6",4,13
1,1,19,3,4,2016,"178001_1",3,4
1,1,5,2,2,2016,"193016_1",1,2
1,1,19,1,18,2016,"213440_1",4,18
2,2,19,1,18,2016,"213440_2",3,10
2,1,6,4,18,2016,"224048_1",2,13
1,1,15,1,14,2016,"230029_1",3,14
2,2,18,1,14,2016,"230029_2",2,14
1,1,20,1,14,2016,"230037_1",4,7
2,2,20,1,14,2016,"230037_2",5,14
1,1,20,1,11,2016,"237003_1",4,11
2,2,16,1,11,2016,"237003_2",5,11
2,1,34,1,19,2016,"243067_1",4,19
1,2,34,1,19,2016,"243067_2",3,19
2,3,65,2,19,2016,"243067_4",4,19
2,1,18,1,13,2016,"244013_2",3,13
1,2,18,1,13,2016,"244013_1",2,13
2,1,36,1,13,2016,"244058_2",4,13
1,2,36,1,13,2016,"244058_1",2,13
2,3,69,2,13,2016,"244058_3",4,13
2,1,21,1,11,2016,"250005_2",4,11
1,2,16,1,11,2016,"250005_1",4,7
2,1,18,1,11,2016,"250010_2",2,11
2,1,23,4,11,2016,"250039_1",3,11
2,1,43,1,11,2016,"256015_4",3,11
1,2,37,1,11,2016,"256015_1",4,11
2,3,65,2,11,2016,"256015_8",4,11
1,3,67,2,11,2016,"256015_9",4,11
2,3,68,2,11,2016,"256015_10",3,11
2,3,77,2,11,2016,"256015_11",1,11
1,1,7,4,7,2016,"279054_1",3,7
2,1,12,3,13,2016,"282083_1",3,13
2,1,26,1,13,2016,"282089_2",2,13
1,2,22,1,13,2016,"282089_1",2,13
2,1,15,3,13,2016,"284086_2",4,13
1,3,47,2,13,2016,"284086_3",3,13
1,2,6,1,13,2016,"284086_1",2,13
2,1,18,1,13,2016,"310002_2",2,13
1,2,10,1,13,2016,"310002_1",2,13
2,1,19,4,13,2016,"310005_2",3,13
1,1,5,1,19,2016,"321009_1",2,19
2,2,8,1,19,2016,"321009_3",2,19
1,1,18,1,3,2016,"332080_1",2,3
2,2,27,1,3,2016,"332080_2",2,3
1,1,7,1,16,2016,"333081_1",5,4
2,2,6,1,16,2016,"333081_2",4,8
2,1,15,4,14,2016,"355063_1",3,14
1,1,19,1,7,2016,"365034_1",3,7
2,2,22,1,7,2016,"365034_2",3,7
1,1,17,1,16,2016,"387029_1",4,16
2,2,20,1,16,2016,"387029_2",3,16
2,1,27,1,4,2016,"389084_2",2,4
1,2,28,1,4,2016,"389084_1",2,4
2,1,19,1,1,2016,"500001_2",3,1
1,2,16,1,1,2016,"500001_1",3,1
2,1,12,4,1,2016,"500004_1",2,13
1,3,39,2,1,2016,"500004_2",1,13
1,3,39,2,1,2016,"500004_3",1,13
2,3,40,2,1,2016,"500004_4",1,13
2,2,31,1,1,2016,"500026_2",3,1
1,1,4,1,1,2016,"500090_1",2,16
2,2,11,1,1,2016,"500090_2",2,4
2,1,20,1,1,2016,"500176_2",2,7
1,2,19,1,1,2016,"500176_1",2,7
1,3,61,2,1,2016,"500176_5",3,1
1,1,36,1,1,2016,"500669_1",3,1
2,2,39,1,1,2016,"500669_2",3,1
2,1,11,1,1,2016,"500674_1",4,1
1,2,9,1,1,2016,"500674_3",4,1
2,1,41,1,1,2016,"500726_2",4,18
1,2,38,1,1,2016,"500726_1",4,1
1,1,25,1,12,2016,"501068_1",2,11
2,2,32,1,12,2016,"501068_2",2,11
1,1,27,1,12,2016,"501082_1",3,12
2,2,30,1,12,2016,"501082_2",4,12
2,1,4,4,18,2016,"501627_3",2,14
1,1,24,1,18,2016,"501694_1",3,18
2,2,29,1,18,2016,"501694_2",3,14
1,3,56,2,18,2016,"501694_3",4,18
2,1,7,4,18,2016,"501816_1",2,16
1,3,31,2,18,2016,"501816_3",3,18
2,3,35,2,18,2016,"501816_2",3,18
1,1,17,1,18,2016,"501874_1",3,18
2,3,49,2,18,2016,"501874_4",5,18
1,1,30,2,14,2016,"502060_3",4,14
2,1,34,1,14,2016,"502355_2",4,14
1,2,33,1,14,2016,"502355_1",3,14
1,3,61,2,14,2016,"502355_4",4,14
2,1,5,4,14,2016,"502364_1",2,14
1,1,13,1,14,2016,"502772_1",2,14
1,3,68,2,14,2016,"502772_3",3,14
1,1,26,1,14,2016,"503560_1",4,7
2,2,32,1,14,2016,"503560_2",3,7
1,1,19,1,14,2016,"503561_1",4,14
2,2,21,1,14,2016,"503561_2",4,14
1,1,24,1,14,2016,"503593_1",4,4
1,1,20,1,14,2016,"503674_1",5,14
2,2,27,1,14,2016,"503674_2",4,14
1,3,51,2,14,2016,"503674_3",5,14
1,1,5,1,14,2016,"503788_1",3,14
2,2,16,1,14,2016,"503788_2",2,14
2,1,25,1,14,2016,"503931_2",4,14
1,2,19,1,14,2016,"503931_1",4,14
2,1,41,1,14,2016,"503950_2",3,14
1,2,40,1,14,2016,"503950_1",3,14
2,3,72,2,14,2016,"503950_4",3,14
2,1,5,4,14,2016,"503981_2",3,14
1,1,4,1,14,2016,"504091_1",2,14
2,2,11,1,14,2016,"504091_2",2,14
1,1,32,2,14,2016,"504157_1",3,18
1,1,16,1,15,2016,"504363_1",3,15
2,1,5,2,15,2016,"504380_2",3,14
2,1,31,4,15,2016,"504395_1",4,15
2,3,63,2,15,2016,"504395_3",5,15
2,3,71,2,15,2016,"504395_4",3,15
1,2,37,2,15,2016,"504395_5",3,15
1,1,39,1,16,2016,"504453_1",3,16
2,2,39,1,16,2016,"504453_2",4,16
2,3,66,2,16,2016,"504453_4",4,16
2,1,4,4,16,2016,"504551_1",2,16
2,1,29,4,16,2016,"504584_1",2,16
1,1,15,1,16,2016,"504730_2",3,16
2,2,14,1,16,2016,"504730_1",3,16
1,1,19,1,16,2016,"504792_1",4,16
2,2,18,1,16,2016,"504792_2",4,16
1,1,35,1,16,2016,"504821_1",5,16
2,2,38,1,16,2016,"504821_2",3,16
1,3,74,2,16,2016,"504821_3",2,16
2,1,13,3,16,2016,"504885_1",3,3
1,1,22,1,16,2016,"504889_1",4,16
2,2,24,1,16,2016,"504889_2",3,16
2,1,36,1,16,2016,"504921_2",3,16
1,2,39,1,16,2016,"504921_1",4,10
2,3,68,2,16,2016,"504921_4",4,16
1,1,39,1,16,2016,"504937_1",3,16
2,2,40,1,16,2016,"504937_2",3,16
2,3,68,2,16,2016,"504937_3",4,16
2,3,72,2,16,2016,"504937_4",3,16
1,1,25,1,16,2016,"505022_2",2,16
2,2,21,1,16,2016,"505022_3",2,16
1,1,6,1,16,2016,"505167_1",2,16
2,2,6,1,16,2016,"505167_2",2,16
2,1,25,4,17,2016,"505228_1",3,17
1,3,55,2,17,2016,"505228_3",5,17
2,3,60,2,17,2016,"505228_4",5,17
1,1,18,1,17,2016,"505243_1",3,17
2,2,20,1,17,2016,"505243_2",3,17
1,1,36,1,17,2016,"505390_1",5,16
2,2,36,1,17,2016,"505390_2",4,11
2,3,65,2,17,2016,"505390_4",4,17
2,1,5,4,17,2016,"505407_1",2,17
1,1,38,1,17,2016,"505424_1",4,17
2,2,42,1,17,2016,"505424_2",4,17
2,3,67,2,17,2016,"505424_5",4,17
2,3,72,2,17,2016,"505424_4",3,17
1,1,18,1,19,2016,"505517_1",3,19
2,2,14,1,19,2016,"505517_2",4,19
1,1,17,1,19,2016,"505525_1",4,19
2,2,21,1,19,2016,"505525_2",3,19
1,1,22,1,19,2016,"505534_2",4,19
2,2,34,1,19,2016,"505534_1",4,19
1,3,64,2,19,2016,"505534_3",4,14
1,1,3,1,19,2016,"505576_1",2,19
2,2,10,1,19,2016,"505576_2",2,19
1,1,20,1,19,2016,"505594_1",3,19
2,2,26,1,19,2016,"505594_2",3,19
2,1,23,4,19,2016,"505606_2",4,19
2,3,58,2,19,2016,"505606_3",5,14
1,1,23,1,19,2016,"505655_1",4,19
2,2,25,1,19,2016,"505655_2",3,19
1,1,16,1,19,2016,"505672_1",4,19
2,2,18,1,19,2016,"505672_2",4,19
2,1,10,4,19,2016,"505681_2",2,19
2,1,36,1,19,2016,"505768_2",3,19
1,2,32,1,19,2016,"505768_1",3,19
1,1,4,1,19,2016,"505771_1",4,19
2,2,10,1,19,2016,"505771_2",3,19
1,3,28,2,19,2016,"505806_2",2,19
1,1,17,1,19,2016,"505810_1",5,19
2,2,30,1,19,2016,"505810_2",4,19
1,3,52,2,19,2016,"505810_3",4,19
1,3,62,2,19,2016,"505810_4",5,19
1,1,32,1,19,2016,"505818_1",4,8
2,2,33,1,19,2016,"505818_2",3,8
2,3,58,1,19,2016,"505818_3",5,19
1,3,63,2,19,2016,"505818_4",4,19
2,1,42,1,19,2016,"505839_2",5,11
1,2,42,1,19,2016,"505839_1",4,19
1,1,10,1,19,2016,"506025_1",4,19
2,2,19,1,19,2016,"506025_2",4,19
2,1,5,4,19,2016,"506100_2",2,20
2,1,34,1,19,2016,"506107_1",3,19
1,2,29,1,19,2016,"506107_2",3,19
1,3,67,2,19,2016,"506107_5",3,19
2,1,4,4,19,2016,"506112_2",1,19
2,1,9,4,19,2016,"506152_1",4,19
2,3,46,2,19,2016,"506152_2",4,19
1,4,78,2,19,2016,"506152_3",1,19
1,4,79,2,19,2016,"506152_4",1,19
2,2,4,1,3,2016,"506385_2",2,3
1,3,33,2,3,2016,"506385_3",3,3
1,1,41,1,3,2016,"506396_1",4,3
2,2,42,1,3,2016,"506396_2",4,3
1,3,72,2,3,2016,"506396_3",3,3
1,3,75,2,3,2016,"506396_4",2,3
2,1,20,4,3,2016,"506402_2",2,3
2,1,42,1,3,2016,"506410_2",4,3
1,2,40,1,3,2016,"506410_1",4,3
2,3,67,2,3,2016,"506410_3",4,3
2,3,70,2,3,2016,"506410_4",3,3
1,1,37,1,3,2016,"506413_1",3,3
2,2,42,1,3,2016,"506413_2",3,3
2,3,72,2,3,2016,"506413_3",3,3
2,1,12,1,3,2016,"506418_2",2,3
2,1,18,1,3,2016,"506446_2",3,3
1,2,11,1,3,2016,"506446_1",3,3
1,1,36,1,3,2016,"506458_1",5,7
2,2,36,1,3,2016,"506458_2",4,7
1,3,63,2,3,2016,"506458_3",4,7
1,3,72,2,3,2016,"506458_4",3,3
1,1,26,1,3,2016,"506492_1",4,3
1,1,21,1,3,2016,"506565_1",4,3
2,2,23,1,3,2016,"506565_2",5,3
1,1,24,1,3,2016,"506628_1",4,3
2,2,23,1,3,2016,"506628_2",5,3
2,3,54,2,3,2016,"506628_3",5,3
1,3,56,2,3,2016,"506628_4",5,3
1,3,61,2,3,2016,"506628_5",4,3
1,1,12,1,20,2016,"506736_1",5,11
2,2,13,1,20,2016,"506736_2",5,11
2,1,42,1,20,2016,"506738_2",4,20
1,2,37,1,20,2016,"506738_1",3,20
1,3,63,2,20,2016,"506738_3",4,20
1,3,69,2,20,2016,"506738_4",3,20
1,1,7,1,20,2016,"506758_1",4,20
2,2,8,1,20,2016,"506758_2",2,20
1,3,40,3,20,2016,"506758_6",5,20
1,1,8,1,20,2016,"506767_1",4,19
2,2,9,1,20,2016,"506767_2",3,20
1,1,22,1,20,2016,"506798_1",2,20
2,2,27,1,20,2016,"506798_2",2,20
1,1,23,1,20,2016,"506799_1",3,20
2,2,12,1,20,2016,"506799_2",3,6
1,1,27,1,20,2016,"507037_1",3,20
2,2,33,1,20,2016,"507037_2",3,20
2,1,4,4,20,2016,"507157_1",2,20
1,1,11,1,20,2016,"507182_1",3,20
2,2,13,1,20,2016,"507182_2",2,20
2,1,37,1,20,2016,"507282_1",4,20
1,2,33,1,20,2016,"507282_2",3,20
1,3,65,2,20,2016,"507282_3",4,20
2,3,70,2,20,2016,"507282_4",3,20
2,3,72,2,20,2016,"507282_5",3,20
2,1,21,1,20,2016,"507303_2",3,20
1,2,22,1,20,2016,"507303_1",2,20
1,1,10,1,20,2016,"507316_1",3,20
2,2,12,1,20,2016,"507316_2",2,20
1,1,10,2,20,2016,"507319_1",2,20
1,1,32,3,20,2016,"507329_1",4,20
2,2,36,3,20,2016,"507329_5",4,20
2,1,25,1,20,2016,"507336_2",3,20
1,2,20,1,20,2016,"507336_1",3,20
1,3,58,2,20,2016,"507336_3",4,20
1,1,26,1,20,2016,"507360_1",5,20
2,2,24,1,20,2016,"507360_2",4,20
2,3,59,2,20,2016,"507360_4",5,20
1,1,21,1,2,2016,"507419_1",3,2
2,2,30,1,2,2016,"507419_2",3,2
2,1,36,4,2,2016,"507444_2",3,2
1,1,33,1,2,2016,"507541_1",3,2
2,2,39,1,2,2016,"507541_2",3,2
1,3,68,2,2,2016,"507541_3",3,2
2,3,71,2,2,2016,"507541_4",3,2
2,1,34,1,2,2016,"507542_2",4,2
1,2,35,1,2,2016,"507542_1",4,2
2,3,68,2,2,2016,"507542_4",4,2
1,1,25,1,2,2016,"507544_1",4,2
2,2,27,1,2,2016,"507544_2",5,2
2,3,65,2,2,2016,"507544_4",4,2
1,1,41,1,2,2016,"507552_1",3,2
2,2,44,1,2,2016,"507552_2",4,2
1,3,70,2,2,2016,"507552_3",3,2
2,1,4,4,2,2016,"507557_2",2,2
2,1,16,1,2,2016,"507640_2",3,2
1,2,10,1,2,2016,"507640_1",2,2
2,1,23,1,2,2016,"507644_2",2,2
1,2,23,1,2,2016,"507644_1",2,2
2,1,23,1,2,2016,"507728_1",4,2
1,2,22,1,2,2016,"507728_2",4,2
2,1,19,4,4,2016,"507823_1",5,4
1,1,13,2,4,2016,"507863_1",5,4
2,1,27,1,4,2016,"507905_2",2,4
1,2,23,1,4,2016,"507905_1",2,4
1,3,54,2,4,2016,"507905_3",4,4
2,3,57,1,4,2016,"507905_4",4,4
1,4,55,1,4,2016,"507905_5",4,4
2,4,79,2,4,2016,"507905_6",1,4
1,4,80,2,4,2016,"507905_7",1,4
2,1,32,4,4,2016,"507908_2",4,4
2,1,26,4,4,2016,"507913_1",4,4
2,3,52,2,4,2016,"507913_3",3,4
2,3,59,2,4,2016,"507913_4",3,4
2,1,18,1,4,2016,"507924_2",2,4
1,2,15,1,4,2016,"507924_1",2,4
1,3,43,2,4,2016,"507924_3",3,4
1,1,7,4,4,2016,"508305_1",2,4
1,1,22,1,4,2016,"508861_1",3,4
2,2,24,1,4,2016,"508861_2",3,4
2,1,7,1,7,2016,"509054_2",1,7
1,2,9,1,7,2016,"509054_1",2,7
2,1,31,1,7,2016,"509057_2",2,7
1,2,23,1,7,2016,"509057_1",3,7
1,3,51,2,7,2016,"509057_4",4,7
2,3,62,2,7,2016,"509057_5",4,7
2,1,6,4,7,2016,"509064_2",2,7
1,1,3,4,7,2016,"509068_1",3,7
1,1,15,1,7,2016,"509071_1",3,13
2,2,18,1,7,2016,"509071_2",2,7
2,1,4,4,7,2016,"509123_2",2,7
2,1,28,1,7,2016,"509366_2",3,7
1,2,22,1,7,2016,"509366_1",3,7
2,1,21,3,7,2016,"509550_2",5,7
1,3,53,2,7,2016,"509550_4",5,7
1,1,36,1,7,2016,"509601_1",3,7
2,2,38,1,7,2016,"509601_2",3,7
1,3,63,2,7,2016,"509601_4",3,7
2,1,35,1,7,2016,"509689_2",2,7
1,2,28,1,7,2016,"509689_1",3,7
1,3,61,2,7,2016,"509689_5",3,7
2,1,22,4,7,2016,"509717_2",2,7
1,3,45,2,7,2016,"509717_5",4,7
2,1,32,1,7,2016,"509806_2",4,7
1,2,31,1,7,2016,"509806_1",3,7
1,3,58,2,7,2016,"509806_5",5,7
1,3,63,2,7,2016,"509806_4",4,7
1,1,14,1,7,2016,"509869_1",3,7
2,2,20,1,7,2016,"509869_2",2,7
1,1,35,1,7,2016,"509889_1",3,7
2,2,36,1,7,2016,"509889_2",3,7
1,3,61,2,7,2016,"509889_3",3,7
2,1,14,4,5,2016,"510109_2",2,5
2,1,37,1,6,2016,"510239_2",3,6
1,2,39,1,6,2016,"510239_1",4,14
1,3,70,2,6,2016,"510239_4",3,5
1,1,15,1,6,2016,"510244_1",4,8
2,2,22,1,6,2016,"510244_2",5,5
1,1,13,1,6,2016,"510245_1",5,8
2,2,16,1,6,2016,"510245_2",5,6
2,1,41,3,8,2016,"510329_2",2,8
2,3,62,2,8,2016,"510329_3",3,8
1,3,69,2,8,2016,"510329_4",3,8
2,1,45,1,8,2016,"510345_2",3,8
1,2,42,1,8,2016,"510345_1",3,8
2,3,61,2,8,2016,"510345_3",4,8
1,3,66,2,8,2016,"510345_4",4,8
1,3,71,2,8,2016,"510345_5",3,8
1,1,36,1,8,2016,"510374_1",3,8
2,2,37,1,8,2016,"510374_2",3,8
1,3,76,2,8,2016,"510374_5",2,8
1,1,31,2,8,2016,"510432_3",3,8
2,4,5,4,8,2016,"510432_2",1,8
1,1,29,1,8,2016,"510433_1",3,8
2,2,28,1,8,2016,"510433_2",2,8
1,3,55,2,8,2016,"510433_4",3,8
2,3,58,2,8,2016,"510433_3",4,8
2,1,14,1,8,2016,"510634_2",4,8
1,2,1,1,8,2016,"510634_1",3,8
2,1,28,3,8,2016,"510984_2",4,10
1,1,9,1,8,2016,"511074_1",2,8
2,2,14,1,8,2016,"511074_3",2,8
1,1,23,3,9,2016,"511116_1",2,9
2,1,7,4,9,2016,"511130_2",1,9
2,1,32,1,9,2016,"511136_2",2,9
1,2,28,1,9,2016,"511136_1",2,9
2,3,67,2,9,2016,"511136_3",4,9
1,1,16,1,9,2016,"511160_1",2,9
2,2,23,1,9,2016,"511160_2",2,9
1,1,20,3,10,2016,"511260_1",5,10
1,1,4,4,10,2016,"511307_1",4,10
1,3,33,2,10,2016,"511307_3",5,10
1,1,23,1,10,2016,"511315_1",4,10
2,2,28,1,10,2016,"511315_2",3,10
1,1,29,3,10,2016,"511342_1",3,10
1,1,31,1,10,2016,"511352_1",3,10
2,2,34,1,10,2016,"511352_2",4,10
1,3,56,2,10,2016,"511352_3",5,10
2,3,61,2,10,2016,"511352_4",3,10
1,3,64,2,10,2016,"511352_5",4,10
2,1,19,4,10,2016,"511354_2",2,10
1,1,22,1,10,2016,"511355_1",2,10
2,2,25,1,10,2016,"511355_2",2,10
1,1,47,1,10,2016,"511365_1",4,10
2,2,48,1,10,2016,"511365_2",4,10
2,3,66,2,10,2016,"511365_3",4,10
2,3,72,2,10,2016,"511365_4",3,10
1,1,21,1,10,2016,"511367_1",3,10
2,2,28,1,10,2016,"511367_2",3,10
2,1,3,4,10,2016,"511416_1",1,10
1,4,59,2,10,2016,"511416_3",4,10
2,4,63,2,10,2016,"511416_4",4,10
2,1,17,1,10,2016,"511424_1",2,10
1,2,13,1,10,2016,"511424_2",2,10
2,1,10,1,10,2016,"511431_2",3,10
1,2,10,1,10,2016,"511431_1",3,10
1,1,7,1,10,2016,"511435_1",2,10
2,2,8,1,10,2016,"511435_2",2,10
1,1,29,1,11,2016,"511474_1",5,11
2,2,35,1,11,2016,"511474_2",4,11
1,3,65,2,11,2016,"511474_5",3,11
1,3,56,2,11,2016,"511474_3",4,11
2,1,11,4,11,2016,"511491_2",2,11
1,3,48,2,11,2016,"511491_6",3,11
1,1,8,4,11,2016,"511494_1",2,11
